id,hero_id,dubbing_scene,line_file_name,order,restricted_platform,usable_country,skin_id
int,int,string,string,int,string,string,int
10105,101,hero_get,Black Widow_Idle,5,G123|g123,,
10103,101,hero_selected,Black Widow_Selected,3,G123|g123,,
10101,101,hero_welcome,Black Widow_Idle,1,G123|g123,,
10104,101,hero_prebattle,Black Widow_PreBattle,4,G123|g123,,
10102,101,hero_march,Black Widow_March,2,G123|g123,,
10106,101,hero_skill,Black Widow_Skill,6,G123|g123,,
10405,104,hero_get,Tywin_Idle,5,G123|g123,,
10403,104,hero_selected,Tywin_Selected,3,G123|g123,,
10401,104,hero_welcome,Tywin_Idle,1,G123|g123,,
10404,104,hero_prebattle,Tywin_PreBattle,4,G123|g123,,
10402,104,hero_march,Tywin_March,2,G123|g123,,
10406,104,hero_skill,Tywin_Skill,6,G123|g123,,
120905,1209,hero_get,Nimitz_Idle,5,G123|g123,,
120903,1209,hero_selected,Nimitz_Selected,3,G123|g123,,
120901,1209,hero_welcome,Nimitz_Idle,1,G123|g123,,
120904,1209,hero_prebattle,Nimitz_PreBattle,4,G123|g123,,
120902,1209,hero_march,Nimitz_March,2,G123|g123,,
120906,1209,hero_skill,Nimitz_Skill,6,G123|g123,,
21105,211,hero_get,Bellevue_Idle,5,G123|g123,,
21103,211,hero_selected,Bellevue_Selected,3,G123|g123,,
21101,211,hero_welcome,Bellevue_Idle,1,G123|g123,,
21104,211,hero_prebattle,Bellevue_PreBattle,4,G123|g123,,
21102,211,hero_march,Bellevue_March,2,G123|g123,,
21106,211,hero_skill,Bellevue_Skill,6,G123|g123,,
10505,105,hero_get,Alex_Idle,5,G123|g123,,
10503,105,hero_selected,Alex_Selected,3,G123|g123,,
10501,105,hero_welcome,Alex_Idle,1,G123|g123,,
10504,105,hero_prebattle,Alex_PreBattle,4,G123|g123,,
10502,105,hero_march,Alex_March,2,G123|g123,,
10506,105,hero_skill,Alex_Skill,6,G123|g123,,
30705,307,hero_get,TianMu_Idle,5,G123|g123,,
30703,307,hero_selected,TianMu_Selected,3,G123|g123,,
30701,307,hero_welcome,TianMu_Idle,1,G123|g123,,
30704,307,hero_prebattle,TianMu_PreBattle,4,G123|g123,,
30702,307,hero_march,TianMu_March,2,G123|g123,,
30706,307,hero_skill,TianMu_Skill,6,G123|g123,,
31005,310,hero_get,ArthurHarris_Idle,5,G123|g123,,
31003,310,hero_selected,ArthurHarris_Selected,3,G123|g123,,
31001,310,hero_welcome,ArthurHarris_Idle,1,G123|g123,,
31004,310,hero_prebattle,ArthurHarris_PreBattle,4,G123|g123,,
31002,310,hero_march,ArthurHarris_March,2,G123|g123,,
31006,310,hero_skill,ArthurHarris_Skill,6,G123|g123,,
20505,205,hero_get,Ganso_Idle,5,G123|g123,,
20503,205,hero_selected,Ganso_Selected,3,G123|g123,,
20501,205,hero_welcome,Ganso_Idle,1,G123|g123,,
20504,205,hero_prebattle,Ganso_PreBattle,4,G123|g123,,
20502,205,hero_march,Ganso_March,2,G123|g123,,
20506,205,hero_skill,Ganso_Skill,6,G123|g123,,
11005,110,hero_get,Bradly_Idle,5,G123|g123,,
11003,110,hero_selected,Bradly_Selected,3,G123|g123,,
11001,110,hero_welcome,Bradly_Idle,1,G123|g123,,
11004,110,hero_prebattle,Bradly_PreBattle,4,G123|g123,,
11002,110,hero_march,Bradly_March,2,G123|g123,,
11006,110,hero_skill,Bradly_Skill,6,G123|g123,,
30805,308,hero_get,Hartman_Idle,5,G123|g123,,
30803,308,hero_selected,Hartman_Selected,3,G123|g123,,
30801,308,hero_welcome,Hartman_Idle,1,G123|g123,,
30804,308,hero_prebattle,Hartman_PreBattle,4,G123|g123,,
30802,308,hero_march,Hartman_March,2,G123|g123,,
30806,308,hero_skill,Hartman_Skill,6,G123|g123,,
30605,306,hero_get,LadyZizak_Idle,5,G123|g123,,
30603,306,hero_selected,LadyZizak_Selected,3,G123|g123,,
30601,306,hero_welcome,LadyZizak_Idle,1,G123|g123,,
30604,306,hero_prebattle,LadyZizak_PreBattle,4,G123|g123,,
30602,306,hero_march,LadyZizak_March,2,G123|g123,,
30606,306,hero_skill,LadyZizak_Skill,6,G123|g123,,
20805,208,hero_get,Teresa_Idle,5,G123|g123,,
20803,208,hero_selected,Teresa_Selected,3,G123|g123,,
20801,208,hero_welcome,Teresa_Idle,1,G123|g123,,
20804,208,hero_prebattle,Teresa_PreBattle,4,G123|g123,,
20802,208,hero_march,Teresa_March,2,G123|g123,,
20806,208,hero_skill,Teresa_Skill,6,G123|g123,,
20705,207,hero_get,Chloe_Idle,5,G123|g123,,
20703,207,hero_selected,Chloe_Selected,3,G123|g123,,
20701,207,hero_welcome,Chloe_Idle,1,G123|g123,,
20704,207,hero_prebattle,Chloe_PreBattle,4,G123|g123,,
20702,207,hero_march,Chloe_March,2,G123|g123,,
20706,207,hero_skill,Chloe_Skill,6,G123|g123,,
20405,204,hero_get,Sid_Idle,5,G123|g123,,
20403,204,hero_selected,Sid_Selected,3,G123|g123,,
20401,204,hero_welcome,Sid_Idle,1,G123|g123,,
20404,204,hero_prebattle,Sid_PreBattle,4,G123|g123,,
20402,204,hero_march,Sid_March,2,G123|g123,,
20406,204,hero_skill,Sid_Skill,6,G123|g123,,
11205,112,hero_get,FriedmanHertz_Idle,5,G123|g123,,
11203,112,hero_selected,FriedmanHertz_Selected,3,G123|g123,,
11201,112,hero_welcome,FriedmanHertz_Idle,1,G123|g123,,
11204,112,hero_prebattle,FriedmanHertz_PreBattle,4,G123|g123,,
11202,112,hero_march,FriedmanHertz_March,2,G123|g123,,
11206,112,hero_skill,FriedmanHertz_Skill,6,G123|g123,,
20305,203,hero_get,Simon_Idle,5,G123|g123,,
20303,203,hero_selected,Simon_Selected,3,G123|g123,,
20301,203,hero_welcome,Simon_Idle,1,G123|g123,,
20304,203,hero_prebattle,Simon_PreBattle,4,G123|g123,,
20302,203,hero_march,Simon_March,2,G123|g123,,
20306,203,hero_skill,Simon_Skill,6,G123|g123,,
10705,107,hero_get,Wade_Idle,5,G123|g123,,
10703,107,hero_selected,Wade_Selected,3,G123|g123,,
10701,107,hero_welcome,Wade_Idle,1,G123|g123,,
10704,107,hero_prebattle,Wade_PreBattle,4,G123|g123,,
10702,107,hero_march,Wade_March,2,G123|g123,,
10706,107,hero_skill,Wade_Skill,6,G123|g123,,
30205,302,hero_get,Ricardo_Idle,5,G123|g123,,
30203,302,hero_selected,Ricardo_Selected,3,G123|g123,,
30201,302,hero_welcome,Ricardo_Idle,1,G123|g123,,
30204,302,hero_prebattle,Ricardo_PreBattle,4,G123|g123,,
30202,302,hero_march,Ricardo_March,2,G123|g123,,
30206,302,hero_skill,Ricardo_Skill,6,G123|g123,,
