id,anim,anim_begin,pic,sale_btn,get_pram,fragments_number,name,desc,equip_buff,own_buff,ui_cell_offset,ui_main_offset,userui_cell_offset,userui_main_offset,world_offset1,world_offset2,is_show,is_temporarily,plat,exclude,plat_show,time,endtime,timeType,castle_skin,limited_effect,effect_type,order,throne_title
int,string,string,string,int,int,int,string,string,string,string,string,string,string,string,string,string,int,int,string,int,int,string,string,int,int,int,int,int,int
0,,,Castle_Effect_0_pic,,,,No effect,castle_effectdesc001,,,,,,,,,1,1,,,,,,2,,,,100,
1,Castle_Effect_1_anim,,Castle_Effect_1_pic,2,149,10,Halloween,castle_effectdesc001,930100,300,970006,2,0,23,1,,40,0,1,,,,1,1,,,,,,2,,,,3,
2,Castle_Effect_1_anim,,Castle_Effect_1_pic,1,40010,10,Halloween,castle_effectdesc001,930100,500,930100,300,,,,,,,0,1,,,,,,2,,,,4,
3,Castle_effect_Kastukami_luxury,,Castle_Effect_3_pic,2,156,10,castle_effectname003,castle_effectdesc003,930100,500,930100,300,0,23,1,,40,-25,1.5,,,0,-20,1,1,1,g123,,,2019-11-18-0-0-0,2019-12-01-23-59-59,1,1724000,0,,5,
5,Castle_Effect_5_anim,,Castle_Effect_5_pic,2,188,10,Christmas Snowflake,castle_effectdesc005,930000,500,930000,300,0,23,1,,40,0,1,,,,1,1,,,,,,2,,,,6,
6,Castle_effect_KYOJIN_luxury,,Castle_Effect_6_pic,2,2009188,10,castle_effectname006,castle_effectdesc006,980205,200,930100,300,0,23,1,,50,-6,1.4,,,30,30,1,1,1,g123,,,2020-10-29-0-0-0,2020-11-04-23-59-59,1,1726000,0,,7,
7,Castle_Effect_7_anim,,Castle_Effect_7_pic,2,179,10,World Carnival Effect,castle_effectdesc007,930000,500,1001001,300|980204,300,0,23,1,,55,-30,1.2,,,15,-20,1,1,1,,,,,,2,,,,8,
10,Castle_Effect_10_anim,,Castle_Effect_10_pic,2,247,10,Happy Spring Festival,castle_effectdesc010,930000,500,960012,1,0,23,1,,40,0,1,,,,1,1,,,,,,2,,,,11,
12,Castle_Effect_12_anim,,Castle_Effect_12_pic,2,2002001,10,castle_effectname012,castle_effectdesc012,930000,500,930000,100,0,23,1,,40,0,1,,0,0,1,0,0,1,1,1,g123,,,2020-2-13-0-0-0,2020-2-26-23-59-59,1,1732000,1,1,13,
13,Castle_Effect_13_anim,,Castle_Effect_13_pic,2,2002002,10,castle_effectname013,castle_effectdesc013,930000,500,930000,100,0,23,1,,40,0,1,,0,0,1,0,0,1,1,1,g123,,,2020-2-13-0-0-0,2020-2-26-23-59-59,1,1733000,1,1,14,
14,Castle_Effect_14_anim,,Castle_Effect_14_pic,2,2003001,10,castle_effectname014,castle_effectdesc014,930100,500,930000,100,0,23,1,,40,0,1,,0,0,1,0,0,1,1,1,g123,,,2020-3-12-0-0-0,2020-3-25-23-59-59,1,1739000,1,1,15,
15,Castle_Effect_15_anim,,Castle_Effect_15_pic,2,156,10,castle_effectname015,castle_effectdesc015,930100,500,930000,300,0,23,1,,40,0,1,,0,0,1,0,0,1,1,1,g123,9,9,2020-4-30-0-0-0,2020-5-13-23-59-59,1,1741000,1,1,16,
16,Castle_Effect_11_rainbow,,Castle_Effect_16_pic,2,337,10,Rainbow After Rain,Rainbow After Rain,930100,500,930000,300,0,23,1,,40,0,1,,10,0,1,20,0,1,1,1,,,,,,2,,,,17,
17,Castle_Effect_17_anim,,Castle_Effect_17_pic,2,2006114,10,castle_effectname017,castle_effectdesc017,930100,500,930000,300,0,23,1,,40,0,1,,10,0,1,20,0,1,1,1,g123,,,2020-6-11-0-0-0,2020-6-24-23-59-59,1,,,,18,
18,Castle_Effect_18_aurora,,Castle_Effect_18_pic,2,421,10,Magical Aurora,castle_effectdesc018,930100,500,960012,1,0,23,1,,40,0,1,,10,0,1,20,0,1,1,1,wx|webgame|baidugame|toutiao|appios|appandroid|googleplay|appwx|qqmini|appqq|apptianci|appfb|quickvivo|quickhuawei|quickoppo|appiosglobal|esprit|qqwanba,,,,,2,,,,20,
19,Castle_Effect_19_anim,,Castle_Effect_19_pic,2,2007094,10,castle_effectname019,castle_effectdesc019,930100,500,960012,1,0,23,1,,40,0,1,,10,0,1,20,0,1,1,1,g123,,,2020-7-9-0-0-0,2020-7-22-23-59-59,1,1750000,1,1,19,
21,Castle_Effect_21_anim,,Castle_Effect_21_pic,2,2008066,10,castle_effectname021,castle_effectdesc021,930100,500,930200,200,0,23,1,,40,0,1,,10,0,1,20,0,1,1,1,g123,,,2021-08-12-0-0-0,2021-08-25-23-59-59,1,1753000,1,1,20,
101,Castle_Effect_5_anim,,Castle_Effect_5_pic,2,,10,castle_effectname101,castle_effectdesc101,,,0,23,1,,40,0,1,,,,0,1,,,,,,2,,,,6,1
20,Castle_Effect_20_anim,,Castle_Effect_20_pic,2,453,10,Thundercloud Storm,castle_effectdesc020,930100,500,930200,200,0,23,1,,40,0,1,,10,0,1,20,0,1,1,1,wx|webgame|baidugame|toutiao|qqmini|esprit|appios|appandroid|appwx|apptianci|appqq|quickoppo|quickvivo|quickhuawei|qqwanba|appiosglobal|appfb|googleplay|fbgame|apphuaweiglobal|qqgame,,,,,2,,,,20,
22,Castle_Effect_22_anim,,Castle_Effect_22_pic,2,156,10,Thrilling Balloon,Thrilling Balloon,930000,500,930100,400,0,23,1,,40,0,1,,10,0,1,20,0,1,1,1,,,,,,2,,,,22,
26,Castle_Effect_26_anim,Castle_Effect_26_anim_begin,Castle_Effect_26_pic,1,95011,10,VIP Badge,castle_effectdesc026,930000,500,960012,1,0,23,1,,40,0,1,,0,0,1,20,0,1,1,1,,,,,,2,,,,24,
25,Castle_Effect_25_anim,,Castle_Effect_25_pic,0,,10,Golden Wish,castle_effectdesc025,930100,500,930000,400,0,23,1,,40,0,1,,10,0,1,25,-5,0.7,1,1,,,,,,2,,,,23,
27,Castle_Effect_27_anim,,Castle_Effect_27_pic,1,913531,10,Thunderstorm,castle_effectdesc027,930100,500,930100,400,0,23,1,,40,-80,0.8,,10,-5,0.7,35,-5,0.7,1,1,,,,,,2,,,,25,
28,Castle_Effect_28_anim,,Castle_Effect_28_pic,,,10,Petal Rain,castle_effectdesc028,930100,500,930000,400,0,23,1,,40,-80,0.8,,10,-5,0.7,35,-5,0.7,1,1,,,,,,2,,,,26,
29,Castle_Effect_29_anim,,Castle_Effect_29_pic,,,10,Genie Wish,castle_effectdesc029,930100,500,990100,600,0,20,1,,40,-50,1.2,,0,0,1,0,0,1,1,1,,,,,,2,,,,27,
30,Castle_Effect_30_anim,,Castle_Effect_30_pic,,,10,Blue Fantasy,castle_effectdesc030,930100,500,1130010,100,0,20,1,,40,0,1,,0,0,1,0,0,1,1,1,,,,,,2,,,,28,
31,Castle_Effect_31_anim,,Castle_Effect_31_pic,,,10,Three-star Rank,castle_effectdesc031,930100,300,930000,200,0,20,1,,40,0,1,,0,0,1,0,0,1,1,1,,,,,,2,,,,29,
32,Castle_Effect_32_anim,,Castle_Effect_32_pic,,,10,Song of the Sphinx,castle_effectdesc032,930100,500,1130011,120,0,20,1,,40,0,1,,0,0,1,0,0,1,1,1,,,,,,2,,,,30,
33,Castle_Effect_33_anim,,Castle_Effect_33_pic,,,10,Ice Cube,castle_effectdesc033,930000,500,930300,200,0,20,1,,40,0,1,,0,0,1,0,0,1,1,1,,,,,,2,,,,31,
34,Castle_Effect_34_anim,,Castle_Effect_34_pic,,,10,Splendid Galaxy,castle_effectdesc034,930100,500,960012,1,0,20,1,,40,0,1,,0,0,1,0,0,1,1,1,,,,,,2,,,,-1,
35,Castle_Effect_35_anim,,Castle_Effect_35_pic,,,10,Spectacular Strike,castle_effectdesc035,930100,500,930100,300|930200,200,0,20,1,,40,0,1,,0,0,1,0,0,1,1,1,,,,,,2,,,,-1,
36,Castle_Effect_36_anim,,Castle_Effect_36_pic,,,10,Swirling Sparks,castle_effectdesc036,930100,500,1130010,100|1001002,200,0,20,1,,40,0,1,,0,0,1,0,0,1,1,1,,,,2021-10-11-0-0-0,2029-08-25-23-59-59,1,,,,-1,
