id,group_id,level,item_id,item_amount,coin,score,name,type,buff,para,icon,desc,unlock_level,condition_science,pos_x,pos_y,tree_type,is_open,max_level,desc_current,coin_tuning,radiance,thor_elements
int,int,int,int,int,long,long,string,int,int,string,string,string,int,string,int,int,int,int,int,string,long,int,long
300002,300000,2,300001,12,91000.0,10.0,103013,1,0,1702,null,103014,1,310006,1,3,1,1,100,,91000.0,,
300003,300000,3,300001,16,273000.0,13.0,103013,1,0,1703,null,103014,1,310006,1,3,1,1,100,,273000.0,,
300004,300000,4,300001,22,568000.0,18.0,103013,1,0,1704,null,103014,1,310006,1,3,1,1,100,,568000.0,,
300005,300000,5,300001,28,1136000.0,23.0,103013,1,0,1705,null,103014,1,310006,1,3,1,1,100,,1136000.0,,
300006,300000,6,300001,34,2273000.0,28.0,103013,1,0,1706,null,103014,1,310006,1,3,1,1,100,,2273000.0,,
300007,300000,7,300001,42,4545000.0,35.0,103013,1,0,1707,null,103014,1,310007,1,3,1,1,100,,4545000.0,,
300008,300000,8,300001,50,9091000.0,42.0,103013,1,0,1708,null,103014,1,310008,1,3,1,1,100,,9091000.0,,
300009,300000,9,300001,60,20000000.0,50.0,103013,1,0,1709,null,103014,1,310009,1,3,1,1,100,,16000000.0,,
300010,300000,10,300001,70,50000000.0,58.0,103013,1,0,1710,null,103014,1,310010,1,3,1,1,100,,24000000.0,,
300011,300000,11,300001,80,100000000.0,67.0,103013,1,0,1711,null,103014,1,310011,1,3,1,1,100,,46000000.0,,
300012,300000,12,300001,90,200000000.0,75.0,103013,1,0,1712,null,103014,1,310012,1,3,1,1,100,,95833333.0,,
300013,300000,13,300001,102,400000000.0,85.0,103013,1,0,1713,null,103014,1,310013,1,3,1,1,100,,191666667.0,,
300014,300000,14,300001,114,1000000000.0,95.0,103013,1,0,1714,null,103014,1,310014,1,3,1,1,100,,450000000.0,,
300015,300000,15,300001,128,2000000000.0,107.0,103013,1,0,1715,null,103014,1,310015,1,3,1,1,100,,900000000.0,,
300016,300000,16,300001,142,4000000000.0,118.0,103013,1,0,1716,null,103014,1,310016,1,3,1,1,100,,2250000000.0,,
300017,300000,17,300001,156,8000000000.0,130.0,103013,1,0,1717,null,103014,1,310017,1,3,1,1,100,,4500000000.0,,
300018,300000,18,300001,172,20000000000.0,143.0,103013,1,0,1718,null,103014,1,310018,1,3,1,1,100,,10666666667.0,,
300019,300000,19,300001,190,40000000000.0,158.0,103013,1,0,1719,null,103014,1,310019,1,3,1,1,100,,21333333333.0,,
300020,300000,20,300001,206,80000000000.0,172.0,103013,1,0,1720,null,103014,1,310020,1,3,1,1,100,,45000000000.0,,
300021,300000,21,300001,224,160000000000.0,187.0,103013,1,0,1721,null,103014,1,310021,1,3,1,1,100,,90000000000.0,,
300022,300000,22,300001,242,320000000000.0,202.0,103013,1,0,1722,null,103014,1,310022,1,3,1,1,100,,180000000000.0,,
300023,300000,23,300001,260,800000000000.0,217.0,103013,1,0,1723,null,103014,1,310023,1,3,1,1,100,,426666666667.0,,
300024,300000,24,300001,280,1600000000000.0,233.0,103013,1,0,1724,null,103014,1,310024,1,3,1,1,100,,853333333333.0,,
300025,300000,25,300001,300,3200000000000.0,250.0,103013,1,0,1725,null,103014,1,310025,1,3,1,1,100,,1800000000000.0,,
300026,300000,26,300001,322,6400000000000.0,268.0,103013,1,0,1726,null,103014,1,310026,1,3,1,1,100,,3600000000000.0,,
300027,300000,27,300001,344,12800000000000.0,287.0,103013,1,0,1727,null,103014,1,310027,1,3,1,1,100,,7200000000000.0,,
300028,300000,28,300001,368,25600000000000.0,307.0,103013,1,0,1728,null,103014,1,310028,1,3,1,1,100,,14400000000000.0,,
300029,300000,29,300001,402,51200000000000.0,335.0,103013,1,0,1729,null,103014,1,310029,1,3,1,1,100,,28800000000000.0,,
300030,300000,30,300001,438,102400000000000.0,365.0,103013,1,0,1730,null,103014,1,310030,1,3,1,1,100,,57600000000000.0,,
300031,300000,31,300001,478,256000000000000.0,398.0,103013,1,0,1731,null,103014,31,310031,1,3,1,1,100,,136533333333333.0,,
300032,300000,32,300001,516,512000000000000.0,430.0,103013,1,0,1732,null,103014,32,310032,1,3,1,1,100,,273066666666667.0,,
300033,300000,33,300001,558,1024000000000000.0,465.0,103013,1,0,1733,null,103014,33,310033,1,3,1,1,100,,576000000000000.0,,
300034,300000,34,300001,602,2048000000000000.0,502.0,103013,1,0,1734,null,103014,34,310034,1,3,1,1,100,,1152000000000000.0,,
300035,300000,35,300001,646,4096000000000000.0,538.0,103013,1,0,1735,null,103014,35,310035,1,3,1,1,100,,2304000000000000.0,,
300036,300000,36,300001,690,8192000000000000.0,575.0,103013,1,0,1736,null,103014,36,310036,1,3,1,1,100,,4608000000000000.0,,
300037,300000,37,300001,738,1.6384e+16,615.0,103013,1,0,1737,null,103014,37,310037,1,3,1,1,100,,9216000000000000.0,,
300038,300000,38,300001,788,3.2768e+16,657.0,103013,1,0,1738,null,103014,38,310038,1,3,1,1,100,,1.8432e+16,,
300039,300000,39,300001,836,6.5536e+16,697.0,103013,1,0,1739,null,103014,39,310039,1,3,1,1,100,,3.6864e+16,,
300040,300000,40,300001,888,1.6384e+17,740.0,103013,1,0,1740,null,103014,40,310040,1,3,1,1,100,,8.73813333333333e+16,,
300041,300000,41,300001,942,3.2768e+17,785.0,103013,1,0,1741,null,103014,41,310041,1,3,1,1,100,,1.74762666666667e+17,,
300042,300000,42,300001,994,6.5536e+17,828.0,103013,1,0,1742,null,103014,42,310042,1,3,1,1,100,,3.6864e+17,,
300043,300000,43,300001,1050,1.31072e+18,875.0,103013,1,0,1743,null,103014,43,310043,1,3,1,1,100,,7.3728e+17,,
300044,300000,44,300001,1110,2.62144e+18,925.0,103013,1,0,1744,null,103014,44,310044,1,3,1,1,100,,1.47456e+18,,
300045,300000,45,300001,1168,5.24288e+18,973.0,103013,1,0,1745,null,103014,45,310045,1,3,1,1,100,,2.94912e+18,,
300046,300000,46,300001,1228,1.048576e+19,1023.0,103013,1,0,1746,null,103014,46,310046,1,3,1,1,100,,5.89824e+18,,
300047,300000,47,300001,1290,2.097152e+19,1075.0,103013,1,0,1747,null,103014,47,310047,1,3,1,1,100,,1.179648e+19,,
